A,B,C,D,E,F,G,H
51,307,142,569,98,75,2955525,14298
55,328,428,1710,86,98,2596794,42886
65,389,426,1702,64,52,1939656,42664
86,514,229,914,20,63,625989,22920
3,16,948,3792,79,14,2370942,94879
5,29,804,3215,65,55,1951665,80465
63,381,96,385,47,47,1429041,9647
82,492,295,1181,84,92,2544876,29584
58,350,925,3699,41,3,1247409,92541
94,566,169,678,57,70,1738410,16957
33,199,413,1650,83,95,2500185,41383
74,441,34,137,81,44,2452332,3481
45,272,832,3329,12,38,373614,83212
94,566,286,1143,69,55,2098365,28669
44,267,76,305,39,49,1183347,7639
45,272,924,3697,25,48,763644,92425
3,16,218,870,18,18,540954,21818
56,334,811,3246,56,73,1697019,81156
9,57,55,221,20,1,602703,5520
80,480,433,1730,9,3,294009,43309
70,418,592,2368,11,2,351006,59211
87,523,917,3670,4,98,146394,91704
39,236,859,3434,76,75,2291925,85976
13,75,485,1940,97,53,2914059,48597
73,441,719,2875,66,12,2001936,71966
72,429,807,3229,2,46,81738,80702
4,24,310,1239,66,62,1981386,31066
75,447,553,2213,28,48,862644,55328
84,504,375,1502,56,85,1705455,37556
87,523,570,2278,66,5,2006115,57066
17,100,886,3542,80,40,2405220,88680
30,182,739,2958,88,81,2649243,73988
60,359,866,3464,79,27,2388081,86679
4,24,31,123,70,64,2101392,3170
66,398,799,3194,23,46,709938,79923
14,86,819,3278,83,20,2494260,81983
7,43,200,799,23,80,692340,20023
18,107,580,2321,40,38,1205514,58040
91,546,838,3351,46,88,1407564,83846
33,199,118,470,94,33,2829999,11894
37,223,277,1108,15,26,461178,27715
67,404,222,889,38,31,1160193,22238
36,214,996,3986,1,21,40863,99601
78,468,144,575,61,70,1853610,14461
40,241,79,318,60,97,1812291,7960
42,253,820,3278,3,19,102657,82003
1,4,156,625,18,70,540510,15618
7,43,875,3499,89,80,2672340,87589
29,171,502,2007,95,77,2858931,50295
57,340,216,866,69,86,2087358,21669
27,161,882,3529,22,94,668382,88222
94,566,536,2143,41,39,1258317,53641
25,152,267,1069,30,51,907653,26730
74,441,878,3510,33,94,1012482,87833
78,468,558,2231,77,35,2333505,55877
28,166,921,3684,33,31,998493,92133
26,154,665,2658,20,91,608073,66520
41,245,476,1903,20,80,612540,47620
41,245,210,838,18,51,552453,21018
71,429,111,445,24,97,741591,11124
22,134,816,3263,46,93,1386879,81646
43,261,60,241,51,74,1543122,6051
32,195,285,1142,49,23,1479669,28549
73,441,199,797,26,26,801978,19926
33,199,159,636,71,35,2140005,15971
0,2,93,371,29,63,870189,9329
76,455,931,3722,63,5,1912815,93163
89,536,602,2407,92,37,2786811,60292
51,307,756,3023,76,81,2295543,75676
34,201,414,1657,19,24,580272,41419
85,509,285,1142,5,34,175602,28505
21,126,419,1674,89,8,2676324,41989
24,144,473,1891,15,64,457392,47315
55,328,459,1835,33,13,1006539,45933
60,359,677,2710,88,7,2658021,67788
15,93,188,753,34,42,1024626,18834
96,573,946,3784,26,51,808953,94626
94,566,469,1874,30,64,928392,46930
87,523,269,1075,14,98,446394,26914
50,297,305,1218,65,49,1965147,30565
68,409,53,210,3,85,110655,5303
54,326,460,1839,64,78,1936434,46064
78,468,1,3,94,52,2843556,194
16,99,617,2470,47,62,1414986,61747
48,288,818,3270,10,0,314400,81810
37,223,823,3294,87,6,2621118,82387
49,295,778,3112,17,5,524715,77817
20,118,105,418,63,6,1896018,10563
7,43,243,971,8,52,242256,24308
87,523,664,2656,68,34,2066202,66468
4,24,549,2198,95,8,2851224,54995
74,441,979,3914,3,77,112431,97903
67,404,821,3283,1,99,50397,82101
58,350,584,2335,0,41,17523,58400
55,328,92,367,66,80,1996740,9266
48,288,222,889,38,66,1154598,22238
71,429,632,2528,25,43,771429,63225
6,38,778,3112,21,37,631911,77821
15,93,267,1069,31,38,934614,26731
81,489,326,1306,41,90,1254570,32641
23,139,828,3310,18,29,546987,82818
76,455,750,3002,19,3,592809,75019
98,586,557,2228,41,40,1259520,55741
33,199,151,604,36,93,1090179,15136
15,93,45,179,12,81,364743,4512
47,279,123,493,82,23,2474169,12382
12,75,848,3391,95,53,2853759,84895
32,195,102,406,16,12,489636,10216
49,295,928,3713,41,54,1244862,92841
67,404,610,2438,76,37,2300211,61076
49,295,855,3421,44,30,1334790,85544
33,199,144,575,35,86,1060158,14435
86,514,686,2745,59,40,1795920,68659
7,43,657,2627,62,40,1862220,65762
0,2,887,3548,20,33,600099,88720
64,381,718,2871,27,56,829368,71827
50,297,865,3459,69,51,2085153,86569
26,154,252,1007,78,1,2347803,25278
92,555,285,1142,76,5,2307615,28576
66,398,496,1983,37,31,1129893,49637
67,404,790,3160,10,46,320238,79010
22,134,866,3464,41,8,1236624,86641
33,199,838,3351,27,37,820011,83827
6,38,944,3777,29,47,871941,94429
33,199,954,3814,65,76,1960128,95465
77,461,150,600,54,89,1643367,15054
64,381,222,889,50,85,1519455,22250
68,409,866,3464,8,7,260421,86608
2,12,415,1661,93,82,2790846,41593
72,429,915,3662,60,50,1821750,91560
32,195,54,215,53,5,1599615,5453
24,144,146,586,67,99,2017497,14667
45,272,9,34,14,78,433734,914
51,307,94,377,10,55,315465,9410
61,365,832,3329,92,31,2778393,83292
22,134,62,246,80,38,2406714,6280
59,356,900,3601,30,55,917865,90030
36,214,270,1081,81,66,2440998,27081
66,398,389,1554,38,40,1159920,38938
38,226,325,1300,9,24,281472,32509
52,312,457,1830,68,61,2055783,45768
38,226,814,3255,22,61,671583,81422
63,381,249,998,63,66,1909098,24963
5,29,623,2494,9,21,271563,62309
56,334,170,682,28,42,856926,17028
65,389,565,2262,12,65,379695,56512
25,152,517,2068,81,61,2437683,51781
60,359,319,1278,94,62,2838186,31994
9,57,850,3399,37,93,1112979,85037
48,288,261,1044,78,24,2354472,26178
75,447,718,2871,61,34,1852602,71861
43,261,885,3542,52,32,1572996,88552
12,75,752,3007,87,58,2613774,75287
33,199,586,2344,30,94,910182,58630
83,498,724,2895,37,80,1135140,72437
75,447,104,414,72,87,2182761,10472
1,4,541,2166,82,86,2460558,54182
60,359,885,3542,3,32,108096,88503
95,567,894,3574,43,45,1318635,89443
98,586,827,3306,99,54,2999562,82799
36,214,517,2068,45,33,1360899,51745
56,334,633,2534,87,93,2627079,63387
11,68,796,3183,26,43,783429,79626
27,161,350,1398,13,28,398184,35013
59,356,555,2219,59,6,1787718,55559
28,166,484,1937,10,72,308616,48410
84,504,13,53,33,1,1015203,1333
52,312,560,2240,30,33,915699,56030
17,100,808,3234,36,30,1085190,80836
67,404,690,2759,96,82,2900346,69096
65,389,555,2219,92,36,2779608,55592
49,295,379,1516,79,62,2384886,37979
64,381,221,883,86,4,2599212,22186
8,47,534,2137,19,76,572628,53419
25,152,852,3409,93,22,2797566,85293
19,113,903,3610,24,1,725703,90324
69,411,679,2717,42,47,1280841,67942
50,297,682,2730,74,81,2235243,68274
75,447,82,328,56,16,1702548,8256
48,288,747,2986,71,96,2144688,74771
0,2,539,2154,49,49,1470147,53949
50,297,528,2112,29,10,885030,52829
27,161,13,53,95,74,2858322,1395
5,29,297,1188,54,96,1621788,29754
42,253,987,3949,2,95,72885,98702
13,75,369,1478,37,81,1114143,36937
56,334,912,3649,97,71,2927013,91297
63,381,633,2534,18,53,559059,63318
46,279,632,2528,33,61,1003983,63233
28,166,573,2290,83,34,2498502,57383
24,144,458,1830,99,50,2977350,45899
55,328,728,2913,71,1,2146503,72871
94,566,512,2050,52,27,1588281,51252
43,261,563,2250,48,59,1453077,56348
78,468,142,569,17,17,533451,14217
66,398,769,3075,28,14,859842,76928
62,369,906,3626,84,56,2538768,90684
12,75,11,45,30,27,903681,1130
16,99,605,2418,36,48,1084944,60536
39,236,212,846,47,23,1421769,21247
74,441,176,705,85,75,2572425,17685
83,498,145,580,9,42,295026,14509
38,226,890,3559,56,44,1691532,89056
33,199,94,377,28,86,850158,9428
86,514,164,654,3,47,115941,16403
88,526,812,3248,10,8,326424,81210
65,389,127,507,71,89,2149767,12771
15,93,73,294,15,33,454599,7315
27,161,31,123,33,32,998196,3133
69,411,239,956,60,43,1820829,23960
99,596,759,3036,80,77,2429931,75980
30,182,875,3499,16,15,489045,87516
64,381,118,470,24,51,739353,11824
20,118,623,2494,12,4,366012,62312
31,188,476,1903,41,15,1239345,47641
78,468,612,2446,85,62,2573586,61285
64,381,526,2106,35,49,1069347,52635
23,139,494,1975,86,20,2586960,49486
12,75,17,68,80,75,2403825,1780
26,154,252,1007,86,42,2587926,25286
44,267,833,3331,7,31,223293,83307
69,411,46,186,68,8,2060724,4668
96,573,27,109,86,62,2608986,2786
79,475,891,3566,9,65,293895,89109
20,118,922,3688,31,16,936048,92231
72,429,305,1218,98,39,2961717,30598
98,586,28,112,51,49,1559547,2851
75,447,317,1270,27,31,832593,31727
65,389,598,2392,50,40,1519620,59850
99,596,952,3810,73,8,2219724,95273
7,43,944,3777,57,21,1712163,94457
51,307,516,2062,10,80,315540,51610
43,261,123,493,34,40,1033020,12334
86,514,898,3592,49,83,1496049,89849
75,447,620,2478,77,58,2332674,62077
24,144,847,3390,46,96,1387488,84746
15,93,22,89,88,27,2644581,2288
75,447,111,445,57,90,1732770,11157
23,139,907,3628,1,4,36912,90701
59,356,146,586,43,15,1307745,14643
65,389,912,3649,99,24,2989572,91299
17,100,741,2965,38,11,1145133,74138
66,398,403,1613,90,50,2719950,40390
14,86,120,481,46,17,1384251,12046
70,418,402,1606,96,95,2901285,40296
13,75,233,932,77,37,2314011,23377
7,43,704,2815,28,58,842274,70428
91,546,942,3770,17,32,537396,94217
2,12,736,2946,18,0,540600,73618
72,429,441,1765,17,68,531804,44117
11,68,336,1343,92,84,2763552,33692
25,152,993,3972,83,56,2497668,99383
34,201,778,3112,75,2,2260206,77875
24,144,329,1318,35,86,1057458,32935
21,126,848,3391,18,90,546570,84818
75,447,26,102,97,59,2932677,2697
91,546,905,3620,39,5,1197315,90539
43,261,732,2930,94,90,2833170,73294
53,319,765,3058,78,27,2355981,76578
70,418,912,3649,13,32,411096,91213
29,171,655,2619,78,43,2348829,65578
78,468,405,1621,38,18,1163454,40538
12,75,661,2642,18,44,543732,66118
31,188,662,2650,27,33,819399,66227
13,75,107,428,59,68,1774104,10759
47,279,486,1943,53,40,1604220,48653
49,295,414,1657,14,0,434700,41414
15,93,325,1300,82,64,2464692,32582
43,261,788,3154,67,15,2022945,78867
91,546,944,3777,42,45,1287435,94442
47,279,855,3421,48,15,1454145,85548
73,441,69,276,67,34,2032002,6967
19,113,188,753,16,71,485913,18816
64,381,658,2632,28,75,859425,65828
4,24,855,3421,25,69,751407,85525
14,86,208,830,20,40,604320,20820
99,596,158,630,50,18,1529754,15850
7,43,631,2523,44,51,1322253,63144
57,340,668,2672,70,50,2117250,66870
66,398,791,3162,17,61,529983,79117
23,139,699,2797,95,81,2857143,69995
88,526,499,1994,18,9,566427,49918
20,118,685,2741,58,85,1746255,68558
80,480,432,1727,29,72,894216,43229
2,12,818,3270,45,13,1350639,81845
61,365,261,1044,43,75,1308525,26143
81,489,769,3075,14,22,444366,76914
93,556,310,1239,45,13,1377939,31045
42,253,799,3194,14,85,432855,79914
50,297,915,3662,99,4,2985012,91599
57,340,418,1672,72,33,2177199,41872
25,152,859,3434,48,42,1447626,85948
11,68,126,506,25,52,753456,12625
85,509,353,1412,90,42,2725626,35390
81,489,60,241,81,52,2454456,6081
81,489,771,3085,1,64,54492,77101
11,68,759,3036,58,80,1743540,75958
22,134,875,3499,42,82,1266846,87542
44,267,931,3722,42,87,1273461,93142
48,288,762,3049,50,6,1514418,76250
42,253,780,3121,99,52,2982756,78099
96,573,245,979,11,7,358821,24511
41,245,700,2801,20,82,612546,70020
68,409,713,2850,96,70,2900610,71396
46,279,897,3588,48,10,1453830,89748
54,326,201,806,38,56,1156368,20138
97,581,403,1613,48,63,1469289,40348
88,526,411,1642,55,26,1676478,41155
55,328,716,2864,9,92,286776,71609
27,161,744,2974,72,42,2168226,74472
46,279,166,664,78,85,2354055,16678
47,279,894,3574,79,29,2384187,89479
59,356,598,2392,41,44,1247832,59841
78,468,155,620,84,94,2543682,15584
78,468,559,2236,12,28,383484,55912
31,188,224,898,4,10,129330,22404
27,161,169,678,54,77,1628331,16954
31,188,571,2282,24,3,729309,57124
70,418,168,670,15,90,471270,16815
68,409,79,318,61,21,1850463,7961
92,555,274,1096,57,68,1737804,27457
30,182,966,3866,32,32,969096,96632
30,182,34,137,65,9,1959027,3465
96,573,165,660,4,60,148980,16504
60,359,81,325,1,56,48168,8101
71,429,133,530,35,83,1071549,13335
56,334,439,1754,74,95,2237085,43974
14,86,123,493,65,51,1954353,12365
12,75,351,1405,21,90,633870,35121
86,514,75,299,61,77,1856031,7561
29,171,273,1094,24,35,728805,27324
83,498,700,2801,23,11,714933,70023
46,279,503,2013,78,16,2353848,50378
13,75,304,1214,80,28,2403984,30480
33,199,770,3081,65,77,1960131,77065
40,241,645,2581,12,91,372273,64512
35,210,417,1669,37,60,1120680,41737
71,429,79,318,51,77,1551531,7951
65,389,318,1270,29,56,889668,31829
62,369,851,3406,59,65,1788795,85159
17,100,659,2634,78,55,2345265,65978
17,100,620,2478,44,20,1325160,62044
36,214,830,3319,25,97,761091,83025
64,381,844,3377,17,8,529224,84417
99,596,793,3173,68,59,2069877,79368
47,279,401,1602,95,72,2864316,40195
89,536,671,2682,15,55,476865,67115
59,356,802,3206,27,27,827781,80227
36,214,463,1854,77,69,2321007,46377
86,514,337,1346,30,16,925848,33730
80,480,323,1291,77,38,2334114,32377
31,188,365,1459,2,61,69483,36502
33,199,948,3792,18,51,550053,94818
35,210,966,3866,19,62,580686,96619
80,480,342,1366,36,29,1104087,34236
28,166,224,898,69,57,2078571,22469
85,509,153,611,31,81,955743,15331
55,328,968,3871,25,26,766578,96825
6,38,227,908,17,63,511989,22717
49,295,926,3702,68,61,2054883,92668
70,418,563,2250,89,97,2691291,56389
51,307,830,3319,42,24,1275372,83042
29,171,992,3967,17,47,518841,99217
10,60,229,914,87,37,2613111,22987
38,226,558,2231,5,89,161667,55805
18,107,761,3042,32,77,965631,76132
35,210,760,3041,41,15,1240545,76041
31,188,362,1449,71,25,2139375,36271
50,297,299,1198,91,61,2745183,29991
99,596,742,2969,29,88,899964,74229
30,182,784,3135,13,31,399093,78413
45,272,886,3542,96,48,2893644,88696
70,418,363,1452,45,89,1371267,36345
20,118,355,1419,81,74,2436222,35581
42,253,125,499,18,35,552705,12518
70,418,234,934,50,26,1521078,23450
48,288,516,2062,18,52,554556,51618
80,480,197,789,54,58,1644174,19754
24,144,948,3792,76,3,2287209,94876
17,100,678,2710,25,21,755163,67825
0,2,964,3857,95,41,2850123,96495
57,340,529,2115,2,35,77205,52902
22,134,42,166,45,21,1356663,4245
42,253,591,2365,22,7,672621,59122
94,566,76,305,18,85,568455,7618
55,328,962,3848,64,16,1936548,96264
0,2,517,2068,23,55,690165,51723
80,480,202,807,15,15,474045,20215
10,60,927,3709,46,89,1383267,92746
20,118,434,1738,28,35,846105,43428
73,441,459,1835,63,93,1912179,45963
81,489,619,2474,43,49,1314447,61943
5,29,483,1932,27,86,811758,48327
31,188,619,2474,69,19,2079357,61969
92,555,161,643,11,29,357687,16111
76,455,747,2986,90,58,2722974,74790
40,241,31,123,94,55,2832165,3194
87,523,374,1497,68,34,2066202,37468
13,75,127,507,78,57,2344071,12778
78,468,752,3007,79,21,2393463,75279
0,2,503,2013,95,9,2850027,50395
13,75,141,563,73,77,2194131,14173
18,107,507,2028,72,38,2165514,50772
56,334,726,2902,96,42,2896926,72696
27,161,924,3697,7,5,218115,92407
14,86,774,3096,98,14,2944242,77498
78,468,115,458,89,27,2693481,11589
97,581,277,1108,16,4,509112,27716
77,461,943,3772,21,2,653106,94321
9,57,544,2177,75,69,2252907,54475
35,210,535,2142,12,72,370716,53512
3,16,908,3631,65,34,1951002,90865
42,253,888,3551,71,45,2142735,88871
69,411,467,1867,1,35,50805,46701
99,596,270,1081,48,4,1469712,27048
30,182,415,1661,80,86,2409258,41580
19,113,322,1289,74,74,2225922,32274
16,99,810,3239,3,43,94929,81003
55,328,488,1952,85,83,2566749,48885
24,144,580,2321,77,21,2317263,58077
25,152,313,1251,81,16,2437548,31381
26,154,227,908,58,93,1748079,22758
60,359,460,1839,86,69,2598207,46086
44,267,267,1069,66,97,1993491,26766
86,514,535,2142,33,28,1015884,53533
42,253,890,3559,4,95,132885,89004
88,526,228,910,70,75,2126625,22870
71,429,735,2938,66,80,2001540,73566
6,38,572,2287,13,0,391800,57213
61,365,793,3173,60,30,1818390,79360
89,536,998,3990,15,76,476928,99815
51,307,935,3742,17,21,525363,93517
18,107,397,1587,23,85,695655,39723
53,319,732,2930,28,61,856083,73228
37,223,868,3471,57,83,1721349,86857
73,441,353,1412,48,89,1462167,35348
99,596,302,1209,94,88,2849964,30294
67,404,212,846,78,96,2360388,21278
82,492,159,636,4,41,144723,15904
20,118,192,769,5,48,156144,19205
54,326,354,1416,9,5,286215,35409
20,118,410,1638,99,17,2976051,41099
95,567,487,1947,60,58,1828674,48760
62,369,324,1297,73,44,2208732,32473
43,261,243,971,30,70,913110,24330
92,555,589,2355,29,6,897618,58929
99,596,246,985,37,67,1139901,24637
52,312,115,458,54,53,1635759,11554
42,253,222,889,73,42,2202726,22273
77,461,30,121,24,62,743286,3024
47,279,863,3451,11,35,344205,86311
0,2,614,2454,52,3,1560009,61452
56,334,249,998,87,92,2627076,24987
11,68,164,654,69,64,2073492,16469
61,365,929,3717,98,15,2958345,92998
80,480,863,3451,61,44,1854132,86361
44,267,391,1564,93,47,2803341,39193
91,546,363,1452,71,16,2157348,36371
99,596,392,1569,88,10,2669730,39288
85,509,680,2721,35,57,1075671,68035
17,100,548,2191,65,50,1955250,54865
2,12,250,998,17,82,510846,25017
7,43,262,1047,35,53,1052259,26235
16,99,422,1687,15,90,455070,42215
25,152,220,880,26,20,787560,22026
13,75,172,690,28,24,843972,17228
58,350,934,3735,45,35,1367505,93445
78,468,600,2402,30,4,923412,60030
65,389,641,2564,0,92,19776,64100
67,404,430,1721,99,24,2990172,43099
38,226,521,2084,93,61,2801583,52193
62,369,282,1128,31,27,948681,28231
82,492,438,1750,56,82,1704846,43856
0,2,729,2917,25,81,750243,72925
40,241,917,3670,68,80,2052240,91768
23,139,606,2426,66,41,1987023,60666
17,100,293,1170,56,75,1685325,29356
24,144,457,1830,35,52,1057356,45735
40,241,43,173,78,66,2352198,4378
68,409,972,3888,50,86,1520658,97250
22,134,720,2878,51,98,1536894,72051
70,418,951,3806,3,55,111165,95103
20,118,465,1858,44,94,1326282,46544
13,75,640,2558,20,28,603984,64020
10,60,926,3702,45,27,1353081,92645
5,29,180,722,84,61,2521683,18084
55,328,624,2494,99,70,2986710,62499
93,556,629,2517,82,18,2487954,62982
63,381,292,1170,26,87,799161,29226
53,319,263,1053,96,41,2896023,26396
68,409,606,2426,33,22,1010466,60633
66,398,920,3678,7,12,229836,92007
24,144,886,3542,84,64,2527392,88684
83,498,631,2523,47,17,1434951,63147
53,319,710,2840,57,87,1726161,71057
52,312,423,1694,76,16,2295648,42376
71,429,854,3414,22,71,681513,85422
22,134,620,2478,58,49,1746747,62058
94,566,55,221,92,26,2788278,5592
97,581,74,297,31,75,959325,7431
16,99,182,729,69,7,2074821,18269
92,555,306,1222,53,21,1617663,30653
58,350,995,3981,2,46,77538,99502
78,468,850,3399,8,98,263694,85008
47,279,57,229,60,0,1814100,5760
8,47,479,1914,58,73,1742619,47958
0,2,545,2178,30,92,900276,54530
91,546,977,3906,69,52,2097456,97769
0,2,630,2520,62,21,1860063,63062
57,340,751,3006,81,94,2447382,75181
44,267,869,3474,47,0,1423200,86947
1,4,890,3559,94,84,2820552,89094
83,498,936,3745,86,41,2605023,93686
27,161,100,402,15,70,458310,10015
89,536,334,1336,98,39,2966817,33498
23,139,74,297,27,74,817122,7427
1,4,792,3166,94,28,2820384,79294
12,75,331,1325,19,12,573636,33119
0,2,137,550,7,20,210060,13707
16,99,413,1650,79,38,2374914,41379
39,236,652,2609,29,13,881739,65229
68,409,13,53,57,67,1730601,1357
72,429,965,3862,4,59,141777,96504
35,210,797,3190,73,76,2200728,79773
32,195,772,3090,94,7,2829621,77294
83,498,410,1638,24,48,745044,41024
83,498,895,3582,68,49,2065047,89568
69,411,72,286,2,48,80844,7202
29,171,891,3566,29,9,878727,89129
34,201,276,1103,13,17,400251,27613
57,340,774,3096,91,27,2747181,77491
89,536,589,2355,59,29,1796787,58959
11,68,807,3229,16,15,483345,80716
73,441,202,807,68,6,2061918,20268
79,475,463,1854,43,71,1313913,46343
33,199,388,1551,4,61,130083,38804
4,24,813,3252,22,12,661236,81322
28,166,201,806,40,35,1208505,20140
43,261,703,2810,70,78,2113134,70370
42,253,754,3016,84,6,2532618,75484
45,272,26,102,47,67,1423701,2647
82,492,855,3421,56,69,1704807,85556
32,195,145,580,48,27,1449681,14548
94,566,578,2314,13,68,418404,57813
8,47,657,2627,62,62,1862586,65762
42,253,1,3,52,78,1572834,152
59,356,540,2159,17,60,527880,54017
63,381,341,1362,75,39,2269017,34175
8,47,62,246,34,54,1022562,6234
60,359,28,112,19,26,588078,2819
54,326,971,3885,5,29,166287,97105
2,12,424,1698,35,97,1050891,42435
62,369,190,762,37,96,1128888,19037
83,498,744,2974,11,9,354927,74411
75,447,434,1738,79,50,2392650,43479
15,93,491,1962,9,4,274512,49109
89,536,129,514,17,49,536847,12917
21,126,184,736,70,79,2106537,18470
0,2,213,853,19,41,570123,21319
4,24,308,1230,62,34,1861302,30862
67,404,886,3542,92,21,2780163,88692
77,461,169,678,70,73,2123319,16970
64,381,37,148,5,31,169293,3705
73,441,348,1391,97,95,2932185,34897
77,461,583,2333,11,29,353187,58311
35,210,986,3944,4,50,130650,98604
24,144,580,2321,88,41,2647323,58088
62,369,320,1280,13,7,408621,32013
61,365,326,1306,21,84,648552,32621
4,24,619,2474,58,77,1741431,61958
93,556,419,1674,18,37,568011,41918
13,75,763,3053,53,73,1594119,76353
82,492,711,2846,16,6,504618,71116
11,68,49,194,86,65,2583495,4986
54,326,384,1534,90,54,2716362,38490
72,429,865,3459,76,36,2301708,86576
21,126,696,2786,50,30,1506390,69650
94,566,681,2722,22,84,688452,68122
65,389,701,2803,70,80,2119740,70170
71,429,951,3806,26,72,801516,95126
86,514,238,951,27,10,835830,23827
67,404,323,1291,50,92,1520376,32350
65,389,638,2551,11,24,349572,63811
62,369,282,1128,28,15,858645,28228
29,171,457,1830,71,21,2138763,45771
15,93,705,2820,42,83,1264749,70542
16,99,563,2250,17,56,514968,56317
80,480,318,1270,66,9,2004027,31866
51,307,233,932,54,13,1635339,23354
61,365,737,2946,15,84,468552,73715
78,468,110,442,0,99,23697,11000
22,134,873,3491,76,69,2286807,87376
22,134,873,3491,30,17,906651,87330
82,492,640,2558,36,46,1104738,64036
18,107,598,2392,83,63,2495589,59883
64,381,215,860,25,81,769443,21525
92,555,116,466,53,65,1617795,11653
77,461,999,3998,65,40,1973220,99965
72,429,772,3090,27,30,831690,77227
59,356,479,1914,13,40,407820,47913
43,261,344,1376,95,87,2863161,34495
63,381,114,458,84,58,2539074,11484
0,2,477,1910,5,93,150279,47705
1,4,350,1398,66,2,1980306,35066
39,236,832,3329,94,8,2831724,83294
87,523,511,2044,13,10,416130,51113
52,312,658,2632,3,53,105759,65803
6,38,402,1606,34,48,1021944,40234
77,461,957,3826,54,80,1643340,95754
87,523,788,3154,62,58,1886274,78862
23,139,803,3214,29,49,877047,80329
93,556,434,1738,56,89,1708167,43456
88,526,662,2650,75,83,2276649,66275
80,480,53,210,11,45,354135,5311
62,369,498,1993,18,77,558831,49818
48,288,172,690,60,72,1814616,17260
61,365,638,2551,74,65,2238495,63874
7,43,468,1870,40,72,1202316,46840
27,161,462,1848,58,96,1748388,46258
73,441,928,3713,22,60,682080,92822
78,468,63,250,51,24,1553472,6351
44,267,122,487,93,91,2803473,12293
80,480,702,2806,20,53,624159,70220
59,356,36,145,92,60,2777880,3692
61,365,670,2681,0,23,18369,67000
58,350,645,2581,17,71,527613,64517
99,596,64,255,84,34,2549802,6484
72,429,503,2013,18,75,561825,50318
10,60,814,3255,53,57,1593171,81453
44,267,811,3246,34,70,1033410,81134
22,134,649,2597,26,25,786675,64926
85,509,930,3721,9,76,295728,93009
2,12,864,3455,5,15,150645,86405
16,99,967,3870,24,29,724887,96724
92,555,96,385,64,31,1947693,9664
53,319,979,3914,85,29,2565987,97985
5,29,739,2958,7,94,211782,73907
0,2,641,2564,15,65,450195,64115
56,334,237,948,78,25,2356875,23778
0,2,844,3377,69,89,2070267,84469
70,418,903,3610,82,29,2481087,90382
91,546,874,3497,36,8,1107324,87436
21,126,247,987,69,69,2076507,24769
75,447,53,210,96,82,2902746,5396
54,326,208,830,40,49,1216347,20840
57,340,257,1029,45,86,1367358,25745
51,307,526,2106,79,45,2385435,52679
38,226,686,2745,95,28,2861484,68695
57,340,8,32,88,74,2657322,888
3,16,390,1560,78,60,2341080,39078
89,536,632,2528,69,89,2096967,63269
3,16,500,2001,38,51,1141053,50038
45,272,11,45,59,89,1783767,1159
18,107,513,2050,5,27,155481,51305
74,441,148,593,45,76,1372428,14845
15,93,53,210,66,24,1984572,5366
27,161,41,163,59,0,1778100,4159
65,389,950,3800,25,62,769686,95025
63,381,163,654,23,95,709185,16323
91,546,934,3735,40,23,1227369,93440
37,223,905,3620,16,81,491343,90516
31,188,788,3154,68,65,2049495,78868
27,161,800,3201,45,87,1358361,80045
7,43,6,23,29,20,872160,629
82,492,172,690,49,1,1494603,17249
77,461,344,1376,94,84,2843352,34494
66,398,916,3666,8,9,259827,91608
10,60,628,2511,30,19,903057,62830
84,504,562,2248,43,81,1315443,56243
31,188,915,3662,97,75,2919525,91597
88,526,137,550,93,27,2816481,13793
92,555,607,2430,63,96,1917888,60763
58,350,94,377,19,48,587544,9419
79,475,291,1164,4,80,143940,29104
83,498,941,3763,8,20,264960,94108
13,75,737,2946,19,68,574104,73719
24,144,157,626,41,42,1237326,15741
23,139,549,2198,90,10,2706930,54990
84,504,5,19,64,34,1945302,564
57,340,961,3842,87,91,2627373,96187
93,556,45,179,89,82,2698146,4589
59,356,883,3531,24,65,737895,88324
97,581,547,2189,76,27,2309181,54776
52,312,945,3781,97,22,2925666,94597
77,461,43,173,72,5,2183115,4372
56,334,649,2597,70,76,2117028,64970
21,126,569,2274,89,92,2676576,56989
0,2,883,3531,61,49,1830147,88361
86,514,174,698,87,29,2635887,17487
43,261,366,1463,51,26,1542978,36651
79,475,982,3927,34,76,1043928,98234
65,389,787,3148,82,88,2479764,78782
75,447,587,2346,19,13,592539,58719
23,139,817,3267,21,72,637116,81721
28,166,808,3234,69,0,2078400,80869
78,468,680,2721,18,10,563430,68018
2,12,344,1376,71,10,2130630,34471
1,4,889,3557,47,26,1410378,88947
32,195,979,3914,44,42,1329726,97944
13,75,900,3601,81,66,2434098,90081
42,253,790,3160,87,65,2622795,79087
45,272,960,3841,83,61,2503683,96083
37,223,794,3177,62,8,1871124,79462
80,480,502,2007,53,78,1614234,50253
71,429,344,1376,0,10,21330,34400
64,381,170,682,28,0,859200,17028
16,99,612,2446,21,63,634989,61221
55,328,388,1551,89,40,2686620,38889
23,139,849,3395,13,25,396975,84913
95,567,601,2403,16,34,508602,60116
46,279,992,3967,90,71,2714013,99290
72,429,391,1564,19,8,591624,39119
96,573,422,1687,9,55,298965,42209
98,586,812,3248,84,91,2549673,81284
27,161,652,2609,40,73,1208319,65240
92,555,961,3842,35,35,1077705,96135
97,581,904,3615,31,0,959100,90431
64,381,962,3848,87,37,2629311,96287
95,567,275,1099,20,78,628734,27520
80,480,57,229,4,77,144231,5704
1,4,685,2741,95,99,2850597,68595
64,381,25,100,79,33,2389299,2579
